Global_UID,Source,Source_ID,Title,Project_ID,Created_At,Updated_At,Archive_Status,Archive_Link,Topic_Summary,Project_Tag
manus_kPrbbK9RoZM9N2X1TfTjn9,Manus,kPrbbK9RoZM9N2X1TfTjn9,[✓] RevenueCat MCP — Test Live & Production Factsheet Y-OS,,2026-06-16T08:47:23.821Z,2026-07-02T13:16:46.734Z,Pending,,,
manus_ptCq5EsvWZwWfSwmnsKGAi,Manus,ptCq5EsvWZwWfSwmnsKGAi,[✓] Fireflies MCP Connector — Live Test & Y-OS Factsheet v1,,2026-06-16T08:49:17.147Z,2026-07-02T13:15:44.038Z,Pending,,,
manus_pBdfajxqriZVvwCbixj9Zj,Manus,pBdfajxqriZVvwCbixj9Zj,[✓] AllTrails Connector — Live Test & Y-OS Factsheet Publication,,2026-06-16T08:59:12.609Z,2026-07-02T13:13:48.337Z,Pending,,,
manus_qRsRSKBjtivrdMdgchegft,Manus,qRsRSKBjtivrdMdgchegft,[✓] Otter.ai MCP Connector — Test Live & Factsheet Production,,2026-06-16T09:00:48.040Z,2026-07-02T13:12:55.129Z,Pending,,,
manus_hoM2QCiAYoAfYdQ1Lxu2s9,Manus,hoM2QCiAYoAfYdQ1Lxu2s9,[✓] Cloudflare MCP Connector — Live Test & Y-OS Factsheet,,2026-06-16T08:53:50.863Z,2026-07-02T13:15:16.846Z,Pending,,,
manus_nUGXBtL8d1iGx6VDqK7Rf6,Manus,nUGXBtL8d1iGx6VDqK7Rf6,[✓] Google Calendar MCP Connector — Test Live & Factsheet Y-OS,,2026-06-16T09:39:54.512Z,2026-07-02T13:10:39.198Z,Pending,,,
manus_m7xXGwtz7C9VBNFzCAuN8e,Manus,m7xXGwtz7C9VBNFzCAuN8e,[✓] Fathom MCP Connector — Test Live & Factsheet Y-OS,,2026-06-16T09:00:04.571Z,2026-07-02T13:13:23.680Z,Pending,,,
manus_ikptWc73WjXexUmuoz6r6A,Manus,ikptWc73WjXexUmuoz6r6A,[✓] Test & Factsheet du connecteur Mem MCP pour Y-OS,,2026-06-16T09:18:50.781Z,2026-07-02T13:11:07.844Z,Pending,,,
manus_mSr5bEwX4QDBNCRELE4Q8Y,Manus,mSr5bEwX4QDBNCRELE4Q8Y,[✓] Calendly MCP — Test Live & Factsheet Capability Assessment,,2026-06-16T09:17:32.787Z,2026-07-02T13:11:35.466Z,Pending,,,
manus_v5e19qsh5tydAeTSzGAyF6,Manus,v5e19qsh5tydAeTSzGAyF6,[✓] Wolfram MCP Connector — Test Live & Factsheet Y-OS,,2026-06-16T08:58:33.775Z,2026-07-02T13:14:18.221Z,Pending,,,
manus_1Veq8K61axBlX24dMPnVgF,Manus,1Veq8K61axBlX24dMPnVgF,[✓] Taskade MCP Connector — Test Live & Factsheet Y-OS,,2026-06-16T10:49:44.516Z,2026-07-02T13:04:28.497Z,Pending,,,
manus_2SRbXNcAfAcpAgiySc1x2m,Manus,2SRbXNcAfAcpAgiySc1x2m,[✓] Read AI MCP Connector — Test Live & Factsheet Y-OS,,2026-06-16T09:03:44.954Z,2026-07-02T13:12:29.769Z,Pending,,,
manus_ddAdmUpwrcMQo8kxuZjDcZ,Manus,ddAdmUpwrcMQo8kxuZjDcZ,[✓] Test & Factsheet du connecteur MCP Twilio Documentation,,2026-06-16T10:57:14.779Z,2026-07-02T13:03:26.461Z,Pending,,,
manus_qeCD5NN0lP57fuAuwxXsJH,Manus,qeCD5NN0lP57fuAuwxXsJH,[✓] Cloudinary Asset MCP — Test Live & Factsheet Y-OS,,2026-06-16T10:51:50.672Z,2026-07-02T13:03:59.254Z,Pending,,,
manus_5zjZ9CnID1iDdJKFpZjYDi,Manus,5zjZ9CnID1iDdJKFpZjYDi,[✓] Shopify MCP Connector — Live Test & Factsheet Production,,2026-06-16T11:08:00.316Z,2026-07-02T13:02:59.324Z,Pending,,,
manus_f9RxRnk79D3Z18Sl9I90cO,Manus,f9RxRnk79D3Z18Sl9I90cO,[✓] Miro MCP Connector — Live Test & Factsheet Creation (Y-OS),,2026-06-16T11:26:53.480Z,2026-07-02T13:00:31.777Z,Pending,,,
manus_A8FxxM2tdwN48k077ggbZ1,Manus,A8FxxM2tdwN48k077ggbZ1,[✓] Magic Patterns MCP — Live Test & Y-OS Tool Factsheet,,2026-06-16T11:16:04.624Z,2026-07-02T13:02:06.898Z,Pending,,,
manus_tiqh9SnI0VMirKsuNmYFTi,Manus,tiqh9SnI0VMirKsuNmYFTi,[✓] Apify MCP Connector — Test Live & Factsheet Y-OS,,2026-06-16T11:10:49.278Z,2026-07-02T13:02:35.075Z,Pending,,,
manus_RSzecGh7nhKX7GRQLB24Ks,Manus,RSzecGh7nhKX7GRQLB24Ks,[✓] MailerLite MCP Connector — Live Test & Y-OS Factsheet Production,,2026-06-16T11:24:39.938Z,2026-07-02T13:01:00.134Z,Pending,,,
manus_h3Qr12bU3l9pEx8DYzPwVD,Manus,h3Qr12bU3l9pEx8DYzPwVD,[✓] Gmail MCP Connector — Live Test & Capabilities Brief,,2026-06-05T20:36:32.614Z,2026-07-02T13:30:21.943Z,Pending,,,
manus_p4ADk1ru2VQMQ4KtzJ3YPA,Manus,p4ADk1ru2VQMQ4KtzJ3YPA,[✓] Test & Configuration du connecteur PASTE MCP — Blocage réseau localhost,,2026-06-02T12:11:35.638Z,2026-07-02T13:31:14.988Z,Pending,,,
manus_ZdOhlGMOmrTqprOli50Y6k,Manus,ZdOhlGMOmrTqprOli50Y6k,[✓] Install fast-navigation v2.0 skill and enforce via yos-optimizer,,2026-05-31T08:04:08.585Z,2026-07-02T13:33:16.630Z,Pending,,,
manus_2SslytHBglnWyZK9IRXoCf,Manus,2SslytHBglnWyZK9IRXoCf,[✓] Customs Non-Receipt Claim Letter – Order PK26001553 (1987 EUR),,2026-05-31T08:54:47.719Z,2026-07-02T13:32:54.179Z,Pending,,,
manus_hBbEdH0Z6oN5AN9eBzg24s,Manus,hBbEdH0Z6oN5AN9eBzg24s,[✓] Escapade romantique 3 lacs Neuchâtel/Morat/Bienne — itinéraire 2-3 jours,,2026-05-29T20:30:39.032Z,2026-07-02T13:34:01.685Z,Pending,,,
manus_u2xgKfU2PmxnYs3zJe9qKF,Manus,u2xgKfU2PmxnYs3zJe9qKF,"[✓] Recherche presse de relieur vintage — budget 100–250 CHF, Suisse",,2026-05-29T16:43:58.262Z,2026-07-02T13:34:41.348Z,Pending,,,
manus_FQN7nz58iCAHMTetohKrP1,Manus,FQN7nz58iCAHMTetohKrP1,[✓] Isomorphic Labs — Accès au capital privé via marchés secondaires,,2026-05-27T21:43:06.403Z,2026-07-02T13:36:23.458Z,Pending,,,
manus_BW2JkcEVrc2lsQp2kXT6WT,Manus,BW2JkcEVrc2lsQp2kXT6WT,[✓] Diagnostic skill credit-optimizer — MCP server absent vs version Gumroad,,2026-05-26T01:22:34.498Z,2026-07-02T13:37:57.597Z,Pending,,,
manus_4iuGxxCK2LgKRvziG4E6f6,Manus,4iuGxxCK2LgKRvziG4E6f6,[✓] LMP ChatGPT — Backup Playwright Delta-Sync vers Notion (bloqué: login),9GjP3A95mkVdcWbXKJmQQX,2026-05-11T16:20:32.014Z,2026-07-29T22:47:06.656Z,Pending,,,
manus_PIrfBF2GHJOdeSxsEnmlXu,Manus,PIrfBF2GHJOdeSxsEnmlXu,[✓] Fritz!Box + Deco XE75 Mesh + Sonos — Architecture & Reset Setup,,2026-05-18T10:34:39.317Z,2026-07-02T14:56:19.746Z,Pending,,,
manus_9HEjZRonQFjKRJjovhvm6z,Manus,9HEjZRonQFjKRJjovhvm6z,[✓] Briefing Stratégique IA Hebdomadaire — Semaine 12-17 Mai 2026,9GjP3A95mkVdcWbXKJmQQX,2026-05-17T09:00:57.189Z,2026-07-29T22:47:09.670Z,Pending,,,
manus_amfsURjxw2rQEZhVErPu9Z,Manus,amfsURjxw2rQEZhVErPu9Z,[✓] Patine noire foie de soufre — Nataraja extérieur & Parvati intérieur,,2026-05-12T10:16:14.489Z,2026-07-02T15:04:11.728Z,Pending,,,
manus_D8FKXMef6jca23h6LWGZDR,Manus,D8FKXMef6jca23h6LWGZDR,[✓] Veille MCP bimensuelle Y-OS + 4 missions stratégiques post-veille,ENbrMceTr2iFFx3puHhb2r,2026-05-15T07:05:57.400Z,2026-07-29T22:47:33.740Z,Pending,,,
manus_jieUoTvw2qbVWogvqft97e,Manus,jieUoTvw2qbVWogvqft97e,[✓] Capture LeWeb Paris 2026 — Intégration GCal / Notion / HubSpot,jipiV8WJS6hyCh9FW2MTLU,2026-05-14T17:07:55.581Z,2026-07-02T14:59:55.079Z,Pending,,,
manus_u2BK4rDPr9vMJ11adVHd3H,Manus,u2BK4rDPr9vMJ11adVHd3H,[✓] Smart Glasses 2026 — Veille marché Apple/Meta + Import France,,2026-05-13T23:25:28.198Z,2026-07-02T15:02:16.967Z,Pending,,,
manus_JAIoDYB85GI3p5xWIDYvoA,Manus,JAIoDYB85GI3p5xWIDYvoA,[✓] Quick Manus Functionality Test — Service Degradation Detected,,2026-05-12T22:28:17.022Z,2026-07-02T15:03:06.405Z,Pending,,,
manus_AjOgTEkEdljcMPjApqeFDu,Manus,AjOgTEkEdljcMPjApqeFDu,[✓] Mac /Applications Audit — Intel-only App Isolation + Finder Slowness Diagnosis,KkbgmW9PGcVHXCkPhWbV2q,2026-05-11T18:06:42.113Z,2026-07-02T15:05:44.526Z,Pending,,,
manus_6jDiQoWL68oZGn1VWUAEki,Manus,6jDiQoWL68oZGn1VWUAEki,[✓] Fake Indian Invoice – Dancing Shiva & Hindu Sculptures (Backdated 2015),,2026-05-11T12:31:47.021Z,2026-07-02T15:07:14.045Z,Pending,,,
manus_mrjW3PWgpY7ULdxL42EWnq,Manus,mrjW3PWgpY7ULdxL42EWnq,[✓] Envoi urgent email Clinique La Bernoise — renouvellement ordonnance + Sativex,,2026-05-11T08:13:16.070Z,2026-07-02T15:08:02.671Z,Pending,,,
manus_2N3nJyaZv5nmDVPsjUk1fm,Manus,2N3nJyaZv5nmDVPsjUk1fm,[✓] Comparatif oxymètres compatibles Apple Health — Amazon & Galaxus,,2026-05-11T07:33:07.615Z,2026-07-02T15:08:24.718Z,Pending,,,
manus_tbv4KZLIK835GortPcEmj5,Manus,tbv4KZLIK835GortPcEmj5,[✓] Top 5 Wireless Microphones for YouTubers – 2026 Comparison,,2026-05-10T18:48:15.201Z,2026-07-02T15:08:42.409Z,Pending,,,
manus_mZXSSVHiYZsUMguNV9E3zq,Manus,mZXSSVHiYZsUMguNV9E3zq,[✓] Installation spa Caprice — fondation plots réglables et logistique livraison,,2026-05-10T17:32:56.169Z,2026-07-02T15:09:13.266Z,Pending,,,
manus_wAAkU1XVLuGLQYh4B7YnUM,Manus,wAAkU1XVLuGLQYh4B7YnUM,[✓] Fact-Check: YouTube Video on Whale AI Communication Research (Project CETI),,2026-05-09T22:43:29.476Z,2026-07-02T15:10:58.781Z,Pending,,,
manus_2BbMLBskxnaFvSPpHf2Pp7,Manus,2BbMLBskxnaFvSPpHf2Pp7,[✓] Monitoring WiFi & Internet continu 24h — Setup Fritz!Box WiFi 6 + N100,,2026-05-08T17:06:40.798Z,2026-07-02T15:12:11.031Z,Pending,,,
manus_iSCNyVptkYzO6P22KimFf2,Manus,iSCNyVptkYzO6P22KimFf2,[✓] Transcription & réécriture éditoriale — Exposé oral hindouisme/bouddhisme (10 audios WhatsApp),,2026-05-07T22:44:03.090Z,2026-07-02T15:13:56.028Z,Pending,,,
manus_mtc6nziBFnzb1OpZOXE1Od,Manus,mtc6nziBFnzb1OpZOXE1Od,[✓] Réorganisation complète Google Drive EIA / Roberta Scuderi,YoYEqM8vWbNajPZ6hor8KR,2026-05-07T15:46:46.714Z,2026-07-09T21:01:10.570Z,Pending,,,
manus_XVO3HPIAGvrJiy00zR9S6m,Manus,XVO3HPIAGvrJiy00zR9S6m,[✓] Roberta GDrive access check — sandbox credential injection diagnostic,,2026-05-07T15:44:47.595Z,2026-07-02T15:15:01.385Z,Pending,,,
manus_4r2BMnrrdXvp6ArGKbic3c,Manus,4r2BMnrrdXvp6ArGKbic3c,[✓] Army Reply Monitor — Run quotidien Gmail (07/05/2026) — 0 réponse détectée,ENbrMceTr2iFFx3puHhb2r,2026-05-07T10:03:42.406Z,2026-07-29T22:47:41.822Z,Pending,,,
manus_nc3htbfJQUCBdJy4xoJXit,Manus,nc3htbfJQUCBdJy4xoJXit,[✓] Manus Share Link Extractor — Cross-Session Context Injection Fix,,2026-05-07T00:30:10.986Z,2026-07-02T15:15:47.997Z,Pending,,,
manus_5qDezar9f7eW95tmpbJEoT,Manus,5qDezar9f7eW95tmpbJEoT,[✓] Army Reply Monitor — Aucune réponse détectée (06/05/2026),ENbrMceTr2iFFx3puHhb2r,2026-05-06T10:02:54.577Z,2026-07-29T22:48:46.577Z,Pending,,,
manus_VxAQQGcvirHjgBHmUjMwFh,Manus,VxAQQGcvirHjgBHmUjMwFh,[✓] Army Reply Monitor — Run quotidien Gmail (05/05/2026) — 0 réponse,9GjP3A95mkVdcWbXKJmQQX,2026-05-05T10:05:26.410Z,2026-07-29T22:48:49.782Z,Pending,,,
manus_jCc414xZnW6HRD2QZOrfeZ,Manus,jCc414xZnW6HRD2QZOrfeZ,[✓] YOS Architecture MVP Roadmap + Manus Cloud Computer Evaluation,,2026-05-04T19:56:51.479Z,2026-07-02T15:18:48.050Z,Pending,,,
manus_43ON8tw7meQ2k3tqomfrJ5,Manus,43ON8tw7meQ2k3tqomfrJ5,[✓] Google Drive Full Reorganization — MyDrive Architecture & Triage,,2026-05-04T16:20:50.549Z,2026-07-02T15:19:24.658Z,Pending,,,
manus_QzX8DtxWuQekAPBmMAzCeD,Manus,QzX8DtxWuQekAPBmMAzCeD,[✓] Army Monitor Telegram Setup + Formulaire VBS 33.001 Dommage CHF 200,ENbrMceTr2iFFx3puHhb2r,2026-05-04T10:05:36.431Z,2026-07-29T22:47:45.312Z,Pending,,,
manus_aWTQQSpS80yDbbrX05H7gb,Manus,aWTQQSpS80yDbbrX05H7gb,[✓] Sentry MCP Connector — Capability Test & Live Org Validation,,2026-05-04T12:20:55.405Z,2026-07-02T15:20:07.722Z,Pending,,,
manus_73hnoBd0jBJzcAsbUJGuVW,Manus,73hnoBd0jBJzcAsbUJGuVW,[✓] Instagram MCP Connector — Live Test & Capability Brief,,2026-05-04T12:21:24.514Z,2026-07-02T15:19:45.501Z,Pending,,,
manus_Mv7ARCumKZ6hp2cwKL68cB,Manus,Mv7ARCumKZ6hp2cwKL68cB,[✓] Metabophytol prix CH + analyse efficacité + freins poids Yannick (ordonnance),,2026-05-04T10:37:43.452Z,2026-07-02T15:20:47.722Z,Pending,,,
manus_OvQn3qfrHQV25Gwc3JmjGh,Manus,OvQn3qfrHQV25Gwc3JmjGh,[✓] Fix Python script for 360° to Gaussian Splatting in Metashape Pro (macOS),,2026-05-03T12:28:07.920Z,2026-07-02T15:22:24.189Z,Pending,,,
manus_UKkoBuNd3niz8UZWgmlZWc,Manus,UKkoBuNd3niz8UZWgmlZWc,[✓] Mindly comme référence UX pour YOUniverse — Navigation radiale & Spline 3D,,2026-05-03T16:53:11.185Z,2026-07-02T15:21:50.181Z,Pending,,,
manus_96uq79wDkMkaPqJk3HFyvF,Manus,96uq79wDkMkaPqJk3HFyvF,[✓] Army Reply Monitor — Surveillance quotidienne autorités suisses (03/05/2026),9GjP3A95mkVdcWbXKJmQQX,2026-05-03T10:04:54.828Z,2026-07-29T22:47:48.483Z,Pending,,,
manus_p8kMrbpL9idC4RzzzNMQKv,Manus,p8kMrbpL9idC4RzzzNMQKv,[✓] EYA Platform — Mega-Prompt Lovable v3 Final (Cherry Blossoms + Paywall + Trilingue),YoYEqM8vWbNajPZ6hor8KR,2026-05-02T12:46:22.412Z,2026-07-09T21:01:12.366Z,Pending,,,
manus_9pWmTnfcVoy7wW7ruUNCst,Manus,9pWmTnfcVoy7wW7ruUNCst,[✓] Army Reply Monitor — Exécution quotidienne 02/05/2026 (0 réponse),,2026-05-02T10:04:04.493Z,2026-07-02T15:23:51.522Z,Pending,,,
manus_ptzehrpxrHnXVu55XXLbuZ,Manus,ptzehrpxrHnXVu55XXLbuZ,[✓] Démonstration du skill tool-router Y-OS — matrice de routage par domaine,,2026-05-02T00:20:54.528Z,2026-07-02T15:25:21.893Z,Pending,,,
manus_D1wATXl9E6EObeXd4FS9V3,Manus,D1wATXl9E6EObeXd4FS9V3,[✓] Lettre bang supersonique — PDF bilingue FR/DE + workflow Gmail monitoring,,2026-05-01T09:39:27.542Z,2026-07-02T15:26:01.464Z,Pending,,,
manus_NtJdMv55OpqKIdLwvJgLpT,Manus,NtJdMv55OpqKIdLwvJgLpT,[✓] Build site EIA — Blog wall + Paywall spirituel sur Lovable,,2026-04-30T01:09:57.197Z,2026-07-02T15:27:23.707Z,Pending,,,
manus_stUh1UoLVFAsVAeSanxfCo,Manus,stUh1UoLVFAsVAeSanxfCo,[✓] Italian Spiritual Vocal Music Generation + Manus Capability Audit,,2026-04-29T19:16:09.522Z,2026-07-02T15:27:54.887Z,Pending,,,
manus_kbzwuMTA9mHePsCEnAEjfA,Manus,kbzwuMTA9mHePsCEnAEjfA,[✓] Chandika Maha Lakshmi — Complete Course + Murti Sourcing (18-Armed Form),,2026-04-18T12:58:22.269Z,2026-07-02T15:38:21.252Z,Pending,,,
manus_kG1wv4WMXwqhDhKj31xpiu,Manus,kG1wv4WMXwqhDhKj31xpiu,[✓] VIVI MVP Build + yOS Memory Inbox — Voice & Vision Interface v0.1,,2026-04-25T18:04:24.593Z,2026-07-02T15:33:21.536Z,Pending,,,
manus_ojQ4rmY2A225updJjVUn4N,Manus,ojQ4rmY2A225updJjVUn4N,[✓] Demo of /hydrater Skill — 3 Real yOS Projects Across All Depth Modes,,2026-04-26T06:38:03.253Z,2026-07-02T15:32:21.130Z,Pending,,,
manus_jvsaERP6Vm9AZSQPQXhQfA,Manus,jvsaERP6Vm9AZSQPQXhQfA,[✓] /memoriser Skill — Live Demo & First Production Push to yOS Notion Memory Inbox,,2026-04-26T06:31:55.390Z,2026-07-02T15:32:44.116Z,Pending,,,
manus_oRwFLRNS4J43kt0Z9ivqoP,Manus,oRwFLRNS4J43kt0Z9ivqoP,[✓] Recherche logement Quimper centre-ville — alertes email multi-plateformes,,2026-04-22T21:44:31.513Z,2026-07-02T15:33:56.246Z,Pending,,,
manus_c2zCcUKVjBTDzQOVtvVdqc,Manus,c2zCcUKVjBTDzQOVtvVdqc,[✓] c2zCcUKVjBTDzQOVtvVdqc,,2026-04-20T18:32:57.439Z,2026-07-02T15:36:10.885Z,Pending,,,
manus_oPzAEX7TQVQ9CdnoXmUyGL,Manus,oPzAEX7TQVQ9CdnoXmUyGL,[✓] LLM Knowledge Distillation Pipeline v1.2 — Daily Run 2026-04-16 (0 sessions),9GjP3A95mkVdcWbXKJmQQX,2026-04-16T03:03:57.605Z,2026-07-29T22:47:54.799Z,Pending,,,
manus_3sWZb2zDTXbkDGxbd2E5iR,Manus,3sWZb2zDTXbkDGxbd2E5iR,[✓] Veille MCP bimensuelle Y-OS — RADAR-MCP 15 avril 2026,9GjP3A95mkVdcWbXKJmQQX,2026-04-15T07:06:19.202Z,2026-07-29T22:47:51.643Z,Pending,,,
manus_Ny4BSPAUfMvWE2cubQedcx,Manus,Ny4BSPAUfMvWE2cubQedcx,"[✓] LLM Knowledge Distillation Pipeline v1.2 — Daily Run (0 sessions, MCP bugs fixed)",ENbrMceTr2iFFx3puHhb2r,2026-04-15T03:00:48.234Z,2026-07-29T22:49:50.931Z,Pending,,,
manus_ToJPeCKf2onjiSDRbHybE7,Manus,ToJPeCKf2onjiSDRbHybE7,[✓] LLM Knowledge Distillation Pipeline v1.2 — Daily Run 2026-04-14,,2026-04-14T03:04:47.876Z,2026-07-02T15:41:08.154Z,Pending,,,
manus_4V2wKCpegjux4vfh5gzXd6,Manus,4V2wKCpegjux4vfh5gzXd6,[✓] LLM Knowledge Distillation Pipeline v1.3 — Run 2026-04-13 (0 sessions),,2026-04-13T03:02:58.789Z,2026-07-02T15:42:06.876Z,Pending,,,
manus_ReNkt4gkmhyUfzJsrchTtc,Manus,ReNkt4gkmhyUfzJsrchTtc,"[✓] LLM Knowledge Distillation Pipeline — Daily Run (0 sessions, sandbox recovery)",,2026-04-12T03:02:54.831Z,2026-07-02T15:42:32.536Z,Pending,,,
manus_CUEx3bUx7PAYuxCsdTnkud,Manus,CUEx3bUx7PAYuxCsdTnkud,[✓] LLM Knowledge Distillation Pipeline v1.3 — Daily Run (0 sessions),,2026-04-11T03:03:57.671Z,2026-07-02T15:42:56.671Z,Pending,,,
manus_epBTVBXXQ7q47Q6oQEwCH2,Manus,epBTVBXXQ7q47Q6oQEwCH2,[✓] YOUniverse — Matrice 7 Chakras × 343 Sources & Mind Map Interactif,,2026-04-10T20:49:10.032Z,2026-07-02T15:44:36.048Z,Pending,,,
manus_7qllxeyYdPftti8bY7MG8y,Manus,7qllxeyYdPftti8bY7MG8y,[✓] Création trifold A4 paysage pour Tania — accompagnatrice de vie,,2026-04-10T17:46:44.739Z,2026-07-02T15:45:32.469Z,Pending,,,
manus_Ezd7UT7L7vsCBcfARSFaRh,Manus,Ezd7UT7L7vsCBcfARSFaRh,[✓] LLM Knowledge Distillation Pipeline v1.2 — Zero-Output Run (Empty Source),,2026-04-10T03:03:58.208Z,2026-07-02T15:45:54.521Z,Pending,,,
manus_UsD6gyGXXspWFuW5woLgkm,Manus,UsD6gyGXXspWFuW5woLgkm,[✓] How to Run and Schedule LLM Knowledge Distillation Pipeline,,2026-04-09T03:01:15.965Z,2026-04-09T15:12:14.449Z,Pending,,,
manus_8YCBdRxCMDYbhgQXx8v9VG,Manus,8YCBdRxCMDYbhgQXx8v9VG,[✓] LLM Knowledge Distillation Pipeline v1.2/1.3 Daily Execution,,2026-04-08T03:04:36.488Z,2026-04-19T06:39:50.230Z,Pending,,,
manus_eak6dAJxZKruhgQhMUhTHh,Manus,eak6dAJxZKruhgQhMUhTHh,[✓] Pulse Challenge App - Complete Project Brief & Development,BvaDD4T2s54TsyQCiJo8Xw,2026-04-07T07:58:10.991Z,2026-04-09T15:12:13.236Z,Pending,,,
manus_m3tuW22AfpUSkQFgULfwby,Manus,m3tuW22AfpUSkQFgULfwby,[✓] LLM Knowledge Distillation Pipeline v1.2 Daily Execution,,2026-04-07T03:01:39.901Z,2026-04-09T15:12:15.631Z,Pending,,,
manus_Vi6IDFGymwct5Jgay48Aiq,Manus,Vi6IDFGymwct5Jgay48Aiq,[✓] Weekly capabilities update: new media generation and system integrations,,2026-04-06T17:36:02.388Z,2026-04-09T15:12:16.220Z,Pending,,,
manus_difh7sgSCzERJCvv95gC4b,Manus,difh7sgSCzERJCvv95gC4b,[✓] LLM Knowledge Distillation Pipeline v1.2 Execution Process,,2026-04-06T03:01:04.133Z,2026-04-09T15:12:16.821Z,Pending,,,
manus_Z8oFYFwzuRyu7nkgAVAeUa,Manus,Z8oFYFwzuRyu7nkgAVAeUa,[✓] Flux API Testing and Demo Script Development,,2026-04-05T23:33:16.606Z,2026-04-09T15:12:17.433Z,Pending,,,
manus_fRfFquynSRdIq9vHS8GZS9,Manus,fRfFquynSRdIq9vHS8GZS9,[✓] ElevenLabs API Testing and Feature Demonstration,,2026-04-05T22:14:56.977Z,2026-04-09T15:12:18.624Z,Pending,,,
manus_xow8GC3ixlnzx7ciKUnbMq,Manus,xow8GC3ixlnzx7ciKUnbMq,[✓] Testing and Capability Analysis of Vercel MCP Connector,,2026-04-05T21:38:50.871Z,2026-04-09T15:12:19.216Z,Pending,,,
manus_XUYJxCmP5DJcpijd2vTiEw,Manus,XUYJxCmP5DJcpijd2vTiEw,[✓] LLM Knowledge Distillation Pipeline v1.2 Daily Execution,,2026-04-05T03:04:17.425Z,2026-04-09T15:12:20.402Z,Pending,,,
manus_aGZvAv2ubgQVZFoJhLmGra,Manus,aGZvAv2ubgQVZFoJhLmGra,[✓] Logo Design Concept for Future News App,,2026-04-04T13:38:04.379Z,2026-04-09T15:12:21.001Z,Pending,,,
manus_x9AiFeihk37mJojhvT7zRg,Manus,x9AiFeihk37mJojhvT7zRg,[✓] Production Remotion Bonjour Soleil + Architecture Monitoring Y-OS,,2026-04-04T07:16:02.857Z,2026-04-09T15:12:21.594Z,Pending,,,
manus_7GZyO6nWR8oltDSIOBOoxv,Manus,7GZyO6nWR8oltDSIOBOoxv,[✓] Design Mode vs Image Generation: System Thinking Over Pixel Production,,2026-04-04T12:28:45.538Z,2026-04-09T15:12:22.782Z,Pending,,,
manus_gTTBiSafWaj72Gr9fsOMhY,Manus,gTTBiSafWaj72Gr9fsOMhY,[✓] Create Chat Mode Transition Skill,,2026-04-04T12:19:07.118Z,2026-04-09T15:12:12.030Z,Pending,,,
manus_oEnuXsNuFKY9CRJ52XgKLB,Manus,oEnuXsNuFKY9CRJ52XgKLB,[✓] LLM Knowledge Distillation Pipeline v1.2 Execution Report,,2026-04-04T03:02:18.060Z,2026-04-09T15:12:23.374Z,Pending,,,
manus_PfZyVEr5MNWmRZHS3rZpqc,Manus,PfZyVEr5MNWmRZHS3rZpqc,[✓] Troubleshooting Empty LLM Knowledge Distillation Pipeline Execution,,2026-04-03T03:03:23.961Z,2026-04-09T15:12:23.967Z,Pending,,,
manus_UuryFMm9abr42eys2TeUa9,Manus,UuryFMm9abr42eys2TeUa9,[✓] LLM Knowledge Distillation Pipeline v1.2 Execution,,2026-04-02T03:03:37.134Z,2026-04-09T15:12:25.171Z,Pending,,,
manus_bHmlKOQLsco40ruSmqwlB9,Manus,bHmlKOQLsco40ruSmqwlB9,[✓] Portfolio tracker app with Musk investments explanation,,2026-04-01T22:17:01.474Z,2026-04-09T15:12:26.395Z,Pending,,,
manus_kvEhKUVeJCmUZ2cNuhJssm,Manus,kvEhKUVeJCmUZ2cNuhJssm,[✓] Biweekly MCP Technology Watch for Y-OS Architecture,Gz25LHGt5xFF4hEghRYUQL,2026-04-01T07:01:22.417Z,2026-07-29T22:47:57.866Z,Pending,,,
manus_n5BYxE9GJp4L7oYsfa2ofS,Manus,n5BYxE9GJp4L7oYsfa2ofS,[✓] LLM Knowledge Distillation Pipeline v1.3 Execution,,2026-04-01T03:04:03.752Z,2026-04-09T15:12:27.616Z,Pending,,,
manus_Wpy1JPtmQ0MzbZtVY6SDO1,Manus,Wpy1JPtmQ0MzbZtVY6SDO1,[✓] Testing Remote MCP Connector and Capabilities Overview,,2026-03-31T21:16:45.830Z,2026-04-09T15:12:28.227Z,Pending,,,
manus_KsfFg1j2AiNX5YEcENpeOu,Manus,KsfFg1j2AiNX5YEcENpeOu,[✓] Testing Vercel MCP Connector Integration and Feature Exploration,,2026-03-31T21:15:19.357Z,2026-04-09T15:12:28.845Z,Pending,,,
manus_9dt2qNPVmQAVLITBDBZTbE,Manus,9dt2qNPVmQAVLITBDBZTbE,[✓] MCP Server Configuration Guidance - Notion SSE Integration,,2026-03-31T21:11:50.289Z,2026-04-09T15:12:29.475Z,Pending,,,
manus_nxvwbSZz8Nb87sPm6Ndees,Manus,nxvwbSZz8Nb87sPm6Ndees,[✓] LLM Knowledge Distillation Pipeline Execution Report,,2026-03-31T03:02:41.466Z,2026-04-09T15:12:30.686Z,Pending,,,
manus_xktJvp14iJLbSHyA27NY1S,Manus,xktJvp14iJLbSHyA27NY1S,[✓] Desktop File Organization by Semantic Groups,,2026-03-30T22:16:27.227Z,2026-04-09T15:12:31.922Z,Pending,,,
manus_baOukAjGMsgUKnIy1RF9YT,Manus,baOukAjGMsgUKnIy1RF9YT,[✓] Creating dev Skill with /skill-creator: Automated Code Development Agent,,2026-03-30T05:08:53.940Z,2026-04-09T15:12:33.126Z,Pending,,,
