Global_UID,Source,Source_ID,Title,Project_ID,Created_At,Updated_At,Archive_Status,Archive_Link,Topic_Summary,Project_Tag,curated_239_member,curated_curated_row,curated_title,curated_batch_id,curated_provisional_category,curated_project_tags,curated_primary_project,curated_related_projects,curated_relation_to_yos,curated_classification_confidence,curated_main_subject,curated_raw_preservation_status,curated_verbatim_preservation_status,curated_fact_sheet_status,curated_open_tasks_status,curated_issues_status,curated_decisions_status,curated_artifact_links_status,curated_commit_verification_status,curated_canon_status,curated_crosswalk_relationship,curated_crosswalk_review_status,curated_crosswalk_match_method,canon_promoted
chatgpt_68f38611-7a28-832c-a66f-408e38f7799a,ChatGPT,68f38611-7a28-832c-a66f-408e38f7799a,Significato di iliaco,,2025-10-18 12:20:33,2025-10-18 12:20:33,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38611-76e4-832c-9e6f-f72eb6e0a7b2,ChatGPT,68f38611-76e4-832c-9e6f-f72eb6e0a7b2,Strega artista e solitudine,,2025-10-18 12:20:33,2025-10-18 12:20:33,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38611-6930-832c-80cd-be049e58fac7,ChatGPT,68f38611-6930-832c-80cd-be049e58fac7,Rendement colle 5kg,,2025-10-18 12:20:33,2025-10-18 12:20:33,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38611-4270-832c-9a03-adf3f1f4afc6,ChatGPT,68f38611-4270-832c-9a03-adf3f1f4afc6,Câblage capteur PIR lampes,,2025-10-18 12:20:33,2025-10-18 12:20:33,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f3860d-5dc8-832c-9907-36001f9fe5db,ChatGPT,68f3860d-5dc8-832c-9907-36001f9fe5db,Starlink Bypass Mode Setup,,2025-10-18 12:20:29,2025-10-18 12:20:29,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f3860d-0b90-832c-87c4-2f7f546e2969,ChatGPT,68f3860d-0b90-832c-87c4-2f7f546e2969,Sincronizzazione sottotitoli EN IT,,2025-10-18 12:20:29,2025-10-18 12:20:29,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f3860d-04d0-832c-b566-6510a71891f5,ChatGPT,68f3860d-04d0-832c-b566-6510a71891f5,Differenze edizioni Chiavi Genetiche,,2025-10-18 12:20:29,2025-10-18 12:20:29,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f3860c-d4b8-832c-86c6-5fadc906165a,ChatGPT,68f3860c-d4b8-832c-86c6-5fadc906165a,Red LED no internet,,2025-10-18 12:20:28,2025-10-18 12:20:28,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f3860c-98f4-832c-9c45-2cb57fac7cf0,ChatGPT,68f3860c-98f4-832c-9c45-2cb57fac7cf0,Balboa filtration programming guide,,2025-10-18 12:20:28,2025-10-18 12:20:28,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f3860c-98ac-832c-8b31-cbb49617c6f8,ChatGPT,68f3860c-98ac-832c-8b31-cbb49617c6f8,Flying Maltese Image Request,,2025-10-18 12:20:28,2025-10-18 12:20:28,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f3860c-983c-832c-85d3-75134125b8cd,ChatGPT,68f3860c-983c-832c-85d3-75134125b8cd,Meditazione Ho'oponopono immaginale,,2025-10-18 12:20:28,2025-10-18 12:20:28,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f3860c-9668-832c-b37c-c9d77133e7c4,ChatGPT,68f3860c-9668-832c-b37c-c9d77133e7c4,Immagine con testo italiano,,2025-10-18 12:20:28,2025-10-18 12:20:28,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f3860b-8f18-832c-8b2c-e98029afa16f,ChatGPT,68f3860b-8f18-832c-8b2c-e98029afa16f,Avantages fiscaux Île Maurice,,2025-10-18 12:20:27,2025-10-18 12:20:27,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f3860b-7d78-832c-8153-b10adba8a7f8,ChatGPT,68f3860b-7d78-832c-8153-b10adba8a7f8,Investment in Circle Analysis,,2025-10-18 12:20:27,2025-10-18 12:20:27,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f3860b-13ac-832c-8d1c-c2e46f352c5f,ChatGPT,68f3860b-13ac-832c-8d1c-c2e46f352c5f,SureFlap Comparison Guide,,2025-10-18 12:20:27,2025-10-18 12:20:27,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f3860a-d89c-832c-8862-8d30fac19887,ChatGPT,68f3860a-d89c-832c-8862-8d30fac19887,Introduzione meditativa rivisitata,,2025-10-18 12:20:26,2025-10-18 12:20:26,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f3860a-d0a8-832c-a1cb-85b0546a92d8,ChatGPT,68f3860a-d0a8-832c-a1cb-85b0546a92d8,Meditazione Opopoimmaginale Revisione,,2025-10-18 12:20:26,2025-10-18 12:20:26,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f3860a-c704-832c-9594-d26d9115f527,ChatGPT,68f3860a-c704-832c-9594-d26d9115f527,Meditazione o Bug?,,2025-10-18 12:20:26,2025-10-18 12:20:26,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f3860a-9f5c-832c-9a8a-796ee1a93def,ChatGPT,68f3860a-9f5c-832c-9a8a-796ee1a93def,Meditazione e Condivisione Social,,2025-10-18 12:20:26,2025-10-18 12:20:26,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f3860a-9a24-832c-81c5-4f6ae855f0fc,ChatGPT,68f3860a-9a24-832c-81c5-4f6ae855f0fc,Messaggio marketing WhatsApp,,2025-10-18 12:20:26,2025-10-18 12:20:26,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f3860a-796c-832c-8ff8-40840d28d3d6,ChatGPT,68f3860a-796c-832c-8ff8-40840d28d3d6,Ricotta in macchina problema,,2025-10-18 12:20:26,2025-10-18 12:20:26,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f3860a-2f24-832c-bea5-0a1b8e07afc8,ChatGPT,68f3860a-2f24-832c-bea5-0a1b8e07afc8,Toilets in Rome,,2025-10-18 12:20:26,2025-10-18 12:20:26,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f3860a-06d4-832c-b0b5-66ba74003388,ChatGPT,68f3860a-06d4-832c-b0b5-66ba74003388,Red LED Deco Issue,,2025-10-18 12:20:26,2025-10-18 12:20:26,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f3860a-0640-832c-bc1f-f929f8ee1a22,ChatGPT,68f3860a-0640-832c-bc1f-f929f8ee1a22,C'est normal,,2025-10-18 12:20:26,2025-10-18 12:20:26,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38609-e894-832c-b6b6-f2ecfe2d192a,ChatGPT,68f38609-e894-832c-b6b6-f2ecfe2d192a,Proposta evento Bordeaux,,2025-10-18 12:20:25,2025-10-18 12:20:25,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38609-dedc-832c-b8cc-a3c4dd469744,ChatGPT,68f38609-dedc-832c-b8cc-a3c4dd469744,Překlad veřejného oznámení,,2025-10-18 12:20:25,2025-10-18 12:20:25,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38609-dcf0-832c-a544-bbc50755aca6,ChatGPT,68f38609-dcf0-832c-a544-bbc50755aca6,LoraTap RR500W-JL Blinking Fix,,2025-10-18 12:20:25,2025-10-18 12:20:25,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38609-cf6c-832c-9b4d-9cb5410b9349,ChatGPT,68f38609-cf6c-832c-9b4d-9cb5410b9349,Sei Yoga di Naropa,,2025-10-18 12:20:25,2025-10-18 12:20:25,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38609-c10c-832c-94c2-d891187a9080,ChatGPT,68f38609-c10c-832c-94c2-d891187a9080,BTC Price Predictions 2025,,2025-10-18 12:20:25,2025-10-18 12:20:25,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38609-ad2c-832c-b611-df01091692ff,ChatGPT,68f38609-ad2c-832c-b611-df01091692ff,Problème câblage électrovannes,,2025-10-18 12:20:25,2025-10-18 12:20:25,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38609-876c-832c-ae2b-8bee2d5ee241,ChatGPT,68f38609-876c-832c-ae2b-8bee2d5ee241,Controllo tramite CBDC,,2025-10-18 12:20:25,2025-10-18 12:20:25,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38609-3240-832c-84b5-136b91fde9ee,ChatGPT,68f38609-3240-832c-84b5-136b91fde9ee,Calcul des indicateurs numérologiques,,2025-10-18 12:20:25,2025-10-18 12:20:25,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38608-fccc-832c-83f0-3f4fd64416cf,ChatGPT,68f38608-fccc-832c-83f0-3f4fd64416cf,Alogic Clarity Max Specs,,2025-10-18 12:20:24,2025-10-18 12:20:24,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38608-fc70-832c-9665-a51f87dec7c4,ChatGPT,68f38608-fc70-832c-9665-a51f87dec7c4,Calcul des indicateurs numérologiques,,2025-10-18 12:20:24,2025-10-18 12:20:24,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38608-f22c-832c-937b-8bda13f04f37,ChatGPT,68f38608-f22c-832c-937b-8bda13f04f37,Alogic Clarity Max Review,,2025-10-18 12:20:24,2025-10-18 12:20:24,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38608-ea2c-832c-bd55-60e0633ece75,ChatGPT,68f38608-ea2c-832c-bd55-60e0633ece75,Absolute Silence Challenge,,2025-10-18 12:20:24,2025-10-18 12:20:24,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38608-e358-832c-8274-5958ba33e12b,ChatGPT,68f38608-e358-832c-8274-5958ba33e12b,PK Movie Subtitles,,2025-10-18 12:20:24,2025-10-18 12:20:24,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38608-c9d8-832c-8a21-68aaf60cd57e,ChatGPT,68f38608-c9d8-832c-8a21-68aaf60cd57e,Google Labs Projets IA,,2025-10-18 12:20:24,2025-10-18 12:20:24,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38608-c49c-832c-bc9c-a0a56fa731e9,ChatGPT,68f38608-c49c-832c-bc9c-a0a56fa731e9,Il Postino legale visione,,2025-10-18 12:20:24,2025-10-18 12:20:24,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38608-a6b0-832c-bd13-91881a096bbc,ChatGPT,68f38608-a6b0-832c-bd13-91881a096bbc,Il Postino Torrent Legale,,2025-10-18 12:20:24,2025-10-18 12:20:24,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38608-9300-832c-bda6-47776ab445b9,ChatGPT,68f38608-9300-832c-bda6-47776ab445b9,Trattamento HPV Dott Sirovich,,2025-10-18 12:20:24,2025-10-18 12:20:24,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38608-1660-832c-b846-50bf62485876,ChatGPT,68f38608-1660-832c-b846-50bf62485876,Situazione medica aggiornamenti,,2025-10-18 12:20:24,2025-10-18 12:20:24,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38608-0bd4-832c-bf4e-4de8f1166ed7,ChatGPT,68f38608-0bd4-832c-bf4e-4de8f1166ed7,Calcul des indicateurs numérologiques,,2025-10-18 12:20:24,2025-10-18 12:20:24,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38607-fce8-832c-8761-18065d60d82f,ChatGPT,68f38607-fce8-832c-8761-18065d60d82f,Bruciore anale post intervento,,2025-10-18 12:20:23,2025-10-18 12:20:23,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38607-fc2c-832c-81ea-5cef1a657a9c,ChatGPT,68f38607-fc2c-832c-81ea-5cef1a657a9c,Citazione di Rumi,,2025-10-18 12:20:23,2025-10-18 12:20:23,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38607-e8d8-832c-a060-10aceee98315,ChatGPT,68f38607-e8d8-832c-a060-10aceee98315,Traduzione A vedere moli,,2025-10-18 12:20:23,2025-10-18 12:20:23,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38607-d6a0-832c-8b0e-40a5d57b2ce4,ChatGPT,68f38607-d6a0-832c-8b0e-40a5d57b2ce4,Scala delle emozioni,,2025-10-18 12:20:23,2025-10-18 12:20:23,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38607-d494-832c-8946-af758bba96c5,ChatGPT,68f38607-d494-832c-8946-af758bba96c5,Rendez-vous médical accepté,,2025-10-18 12:20:23,2025-10-18 12:20:23,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38607-b728-832c-ab76-c41c4dac3a9b,ChatGPT,68f38607-b728-832c-ab76-c41c4dac3a9b,Impôts particuliers France,,2025-10-18 12:20:23,2025-10-18 12:20:23,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38606-dcb4-832c-80fa-f63f706f0b51,ChatGPT,68f38606-dcb4-832c-80fa-f63f706f0b51,Metal Tabletop for Outdoors,,2025-10-18 12:20:22,2025-10-18 12:20:22,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38606-dc48-832c-bf6d-da7911a4f93b,ChatGPT,68f38606-dc48-832c-bf6d-da7911a4f93b,Messaggio grafico Jung,,2025-10-18 12:20:22,2025-10-18 12:20:22,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38606-a824-832c-8d73-90fe66f7440e,ChatGPT,68f38606-a824-832c-8d73-90fe66f7440e,Cagnolino con sangue nelle feci,,2025-10-18 12:20:22,2025-10-18 12:20:22,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38606-82d4-832c-bc6f-2db3a11a6023,ChatGPT,68f38606-82d4-832c-bc6f-2db3a11a6023,Starlink error troubleshooting steps,,2025-10-18 12:20:22,2025-10-18 12:20:22,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38606-76e4-832c-97c7-907365127a69,ChatGPT,68f38606-76e4-832c-97c7-907365127a69,Conferenza Spirito del 6,,2025-10-18 12:20:22,2025-10-18 12:20:22,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38606-5458-832c-ba3d-cf623183340b,ChatGPT,68f38606-5458-832c-ba3d-cf623183340b,U.G. Krishnamurti Résumé,,2025-10-18 12:20:22,2025-10-18 12:20:22,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38606-53f8-832c-9a09-bb29623a6365,ChatGPT,68f38606-53f8-832c-9a09-bb29623a6365,Analisi sciamanica del 6,,2025-10-18 12:20:22,2025-10-18 12:20:22,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38606-5370-832c-a428-2d0e0851df41,ChatGPT,68f38606-5370-832c-a428-2d0e0851df41,Numero di realizzazione,,2025-10-18 12:20:22,2025-10-18 12:20:22,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38606-16a8-832c-8e8b-db44e51577da,ChatGPT,68f38606-16a8-832c-8e8b-db44e51577da,Iniziazione Spirito del 5,,2025-10-18 12:20:22,2025-10-18 12:20:22,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38605-9e04-832c-b614-96e4144dd367,ChatGPT,68f38605-9e04-832c-b614-96e4144dd367,Rielaborazione poetica citazione,,2025-10-18 12:20:21,2025-10-18 12:20:21,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38605-983c-832c-8712-fa1a8e301c1f,ChatGPT,68f38605-983c-832c-8712-fa1a8e301c1f,Devis technique piscine Acireale,,2025-10-18 12:20:21,2025-10-18 12:20:21,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38605-702c-832c-9c3a-c398b11f3cec,ChatGPT,68f38605-702c-832c-9c3a-c398b11f3cec,Iniziazione Energia 6 33/6,,2025-10-18 12:20:21,2025-10-18 12:20:21,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38605-53ac-832c-b62b-ca1c5e40ada2,ChatGPT,68f38605-53ac-832c-b62b-ca1c5e40ada2,Prêt et remboursement proposé,,2025-10-18 12:20:21,2025-10-18 12:20:21,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38605-5114-832c-b2d5-aaa2c61a8d26,ChatGPT,68f38605-5114-832c-b2d5-aaa2c61a8d26,Je ne vois rien,,2025-10-18 12:20:21,2025-10-18 12:20:21,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38605-48f0-832c-851d-ea827bc7fb17,ChatGPT,68f38605-48f0-832c-851d-ea827bc7fb17,Soin après saignement du cuir chevelu,,2025-10-18 12:20:21,2025-10-18 12:20:21,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38605-2b4c-832c-a40b-4243398ff3b5,ChatGPT,68f38605-2b4c-832c-a40b-4243398ff3b5,Messaggio family meditazione,,2025-10-18 12:20:21,2025-10-18 12:20:21,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38605-1e50-832c-8523-416938b00c01,ChatGPT,68f38605-1e50-832c-8523-416938b00c01,Correzione piano richiesto,,2025-10-18 12:20:21,2025-10-18 12:20:21,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38604-ed0c-832c-9f1a-9b0dbc94a2e9,ChatGPT,68f38604-ed0c-832c-9f1a-9b0dbc94a2e9,Almond Milk for Dogs,,2025-10-18 12:20:20,2025-10-18 12:20:20,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38604-c930-832c-867d-cb76995d75a0,ChatGPT,68f38604-c930-832c-867d-cb76995d75a0,Traduzione messaggio per marito,,2025-10-18 12:20:20,2025-10-18 12:20:20,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38604-b1fc-832c-86a5-d2667c775314,ChatGPT,68f38604-b1fc-832c-86a5-d2667c775314,Dichiarazione Coinbase Francia,,2025-10-18 12:20:20,2025-10-18 12:20:20,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38604-9a00-832c-91b2-d43b86f7e6bf,ChatGPT,68f38604-9a00-832c-91b2-d43b86f7e6bf,Prix fauteuil roulant Dietz,,2025-10-18 12:20:20,2025-10-18 12:20:20,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38604-6cd0-832c-a687-2fffd0a07f3a,ChatGPT,68f38604-6cd0-832c-a687-2fffd0a07f3a,Terrasse stile Eolie,,2025-10-18 12:20:20,2025-10-18 12:20:20,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38604-688c-832c-8422-e9f8cab3652c,ChatGPT,68f38604-688c-832c-8422-e9f8cab3652c,Orario Canada Italia,,2025-10-18 12:20:20,2025-10-18 12:20:20,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38604-5e18-832c-a4d3-52bcd76d2c91,ChatGPT,68f38604-5e18-832c-a4d3-52bcd76d2c91,Meditazione e Beatitudine Divina,,2025-10-18 12:20:20,2025-10-18 12:20:20,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38604-5090-832c-9789-72d0a8dd1c39,ChatGPT,68f38604-5090-832c-9789-72d0a8dd1c39,Fuso orario Canada Italia,,2025-10-18 12:20:20,2025-10-18 12:20:20,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38604-44f4-832c-8c9c-5a535a287cd4,ChatGPT,68f38604-44f4-832c-8c9c-5a535a287cd4,Mooji e separazione,,2025-10-18 12:20:20,2025-10-18 12:20:20,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38604-3ae4-832c-90a0-24f5d1852e41,ChatGPT,68f38604-3ae4-832c-90a0-24f5d1852e41,Impôts particuliers France,,2025-10-18 12:20:20,2025-10-18 12:20:20,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38603-ebec-832c-92d9-97fec83e7990,ChatGPT,68f38603-ebec-832c-92d9-97fec83e7990,Steatosi e colecisti infiammata,,2025-10-18 12:20:19,2025-10-18 12:20:19,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38603-d6e0-832c-8eab-781cb83775e3,ChatGPT,68f38603-d6e0-832c-8eab-781cb83775e3,Carbonara senza panna,,2025-10-18 12:20:19,2025-10-18 12:20:19,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38603-b67c-832c-a5b9-9c32a9162320,ChatGPT,68f38603-b67c-832c-a5b9-9c32a9162320,Rituale dell'Amore Liberatore,,2025-10-18 12:20:19,2025-10-18 12:20:19,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38603-b48c-832c-8e43-c527ddb8425b,ChatGPT,68f38603-b48c-832c-8e43-c527ddb8425b,Simbolismo numerologico disturbi alimentari,,2025-10-18 12:20:19,2025-10-18 12:20:19,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38603-71a8-832c-b7e3-264330d40cc0,ChatGPT,68f38603-71a8-832c-b7e3-264330d40cc0,Itinéraires voyage en Sicile,,2025-10-18 12:20:19,2025-10-18 12:20:19,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38603-4a14-832c-b7cd-7a5fd1ba26ce,ChatGPT,68f38603-4a14-832c-b7cd-7a5fd1ba26ce,Starlink WiFi Extension Guide,,2025-10-18 12:20:19,2025-10-18 12:20:19,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38603-49d4-832c-baf3-0ba0c5702a9d,ChatGPT,68f38603-49d4-832c-baf3-0ba0c5702a9d,Lavare capelli con crosta,,2025-10-18 12:20:19,2025-10-18 12:20:19,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38603-4980-832c-94ee-1cb4b655d0ea,ChatGPT,68f38603-4980-832c-94ee-1cb4b655d0ea,Apple Watch Device Control,,2025-10-18 12:20:19,2025-10-18 12:20:19,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38603-4910-832c-9fa6-3439803170d6,ChatGPT,68f38603-4910-832c-9fa6-3439803170d6,Percorso numerologico conclusivo,,2025-10-18 12:20:19,2025-10-18 12:20:19,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38602-8de4-832c-8e31-4b54b488392e,ChatGPT,68f38602-8de4-832c-8e31-4b54b488392e,Affidabilità Sanct Bernhard,,2025-10-18 12:20:18,2025-10-18 12:20:18,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38602-8c24-832c-8478-1c720aca2bdb,ChatGPT,68f38602-8c24-832c-8478-1c720aca2bdb,Geometria Sacra e Lettere,,2025-10-18 12:20:18,2025-10-18 12:20:18,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38602-8abc-832c-ab30-985f2410630b,ChatGPT,68f38602-8abc-832c-ab30-985f2410630b,Simbologia delle lettere,,2025-10-18 12:20:18,2025-10-18 12:20:18,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38601-37c0-832c-b824-31f8e12d95fa,ChatGPT,68f38601-37c0-832c-b824-31f8e12d95fa,Riprogrammazione Cellulare Morgan,,2025-10-18 12:20:17,2025-10-18 12:20:17,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38601-03c8-832c-88ac-67207b6541e4,ChatGPT,68f38601-03c8-832c-88ac-67207b6541e4,Investing in Telegram Growth,,2025-10-18 12:20:17,2025-10-18 12:20:17,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38601-0344-832c-bf39-63e8d6a1f248,ChatGPT,68f38601-0344-832c-bf39-63e8d6a1f248,Procurarsi biossido di carbonio,,2025-10-18 12:20:17,2025-10-18 12:20:17,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38600-ff98-832c-b3bd-8aec65183b11,ChatGPT,68f38600-ff98-832c-b3bd-8aec65183b11,Prenotazione Hotel Signum,,2025-10-18 12:20:16,2025-10-18 12:20:16,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38600-ff4c-832c-a223-32ad17a480f0,ChatGPT,68f38600-ff4c-832c-a223-32ad17a480f0,Seminario abbondanza riassunto,,2025-10-18 12:20:16,2025-10-18 12:20:16,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38600-fe8c-832c-81b1-aeab7686c4e0,ChatGPT,68f38600-fe8c-832c-81b1-aeab7686c4e0,Sélection de vins Siciliens,,2025-10-18 12:20:16,2025-10-18 12:20:16,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38600-554c-832c-b9b9-f03c20f213bc,ChatGPT,68f38600-554c-832c-b9b9-f03c20f213bc,Titolo meditazione evocativo,,2025-10-18 12:20:16,2025-10-18 12:20:16,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38600-354c-832c-a855-60dedb7eccad,ChatGPT,68f38600-354c-832c-a855-60dedb7eccad,Meditazione Ho’oponopono Sabato,,2025-10-18 12:20:16,2025-10-18 12:20:16,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f38600-251c-832c-a145-e488afce82d2,ChatGPT,68f38600-251c-832c-a145-e488afce82d2,Arcano 5 Il Papa,,2025-10-18 12:20:16,2025-10-18 12:20:16,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f385ff-fd8c-832c-970e-393816b48bfc,ChatGPT,68f385ff-fd8c-832c-970e-393816b48bfc,Sfide Pitagoriche Verifica,,2025-10-18 12:20:15,2025-10-18 12:20:15,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f385ff-ce60-832c-8050-7e80843613b0,ChatGPT,68f385ff-ce60-832c-8050-7e80843613b0,Hotel comparison Eolian Islands,,2025-10-18 12:20:15,2025-10-18 12:20:15,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_68f385ff-cab0-832c-9921-307a34f093f0,ChatGPT,68f385ff-cab0-832c-9921-307a34f093f0,Monaci delle Terre Nere,,2025-10-18 12:20:15,2025-10-18 12:20:15,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
