curated_row,title,curated_uuid_original,resolved_uuid,candidate_uuid,relationship,match_method,match_confidence,review_status,candidate_count,curated_created_at,ledger_created_at,created_delta_seconds,curated_updated_at,ledger_updated_at,updated_delta_seconds,ledger_title,ledger_global_uid,baseline_batch_id,baseline_primary_project,baseline_provisional_category,baseline_fact_sheet_status,baseline_verbatim_preservation_status,canon_promoted
162,,6a3791aa-8648-8325-be5a-b536b8d82fd5,6a3791aa-8648-8325-be5a-b536b8d82fd5,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-21 07:24:36,,,2026-06-21 07:34:25,,AI workflows discussion,chatgpt_6a3791aa-8648-8325-be5a-b536b8d82fd5,,,,,,False
163,,69dcf306-e8cc-8330-b430-8d1a03d24824,69dcf306-e8cc-8330-b430-8d1a03d24824,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-13 13:43:44,,,2026-06-22 00:24:05,,ARC - Anandaz Retreat Chalet,chatgpt_69dcf306-e8cc-8330-b430-8d1a03d24824,,,,,,False
164,,69308a70-466c-8328-83c0-f01c43dd13a5,69308a70-466c-8328-83c0-f01c43dd13a5,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-12-03 19:08:41,,,2026-06-21 23:32:05,,Changemakers et actions globales,chatgpt_69308a70-466c-8328-83c0-f01c43dd13a5,,,,,,False
165,,6960dbdd-8efc-8329-907a-434daa142d12,6960dbdd-8efc-8329-907a-434daa142d12,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-01-09 10:45:19,,,2026-06-22 00:33:56,,Création vidéo label,chatgpt_6960dbdd-8efc-8329-907a-434daa142d12,,,,,,False
166,,693b81d6-d960-8326-b3e7-3964d9157c31,693b81d6-d960-8326-b3e7-3964d9157c31,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-12-12 02:45:43,,,2026-06-21 23:25:41,,Créer second cerveau IA,chatgpt_693b81d6-d960-8326-b3e7-3964d9157c31,,,,,,False
167,,6a341d92-67f0-832c-bff4-4330b1d3d6af,6a341d92-67f0-832c-bff4-4330b1d3d6af,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-18 16:32:37,,,2026-06-21 21:36:09,,Encadrer un puzzle facilement,chatgpt_6a341d92-67f0-832c-bff4-4330b1d3d6af,,,,,,False
168,,6a2e205d-f110-832f-b445-a31560f427f2,6a2e205d-f110-832f-b445-a31560f427f2,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-14 03:31:48,,,2026-06-22 00:14:09,,HOPE,chatgpt_6a2e205d-f110-832f-b445-a31560f427f2,,,,,,False
169,,69936480-d174-8325-ac8d-c16c47466357,69936480-d174-8325-ac8d-c16c47466357,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-02-16 18:40:36,,,2026-06-21 23:12:22,,Inspiration à travers l'art,chatgpt_69936480-d174-8325-ac8d-c16c47466357,,,,,,False
170,,69e89f53-de6c-8325-aff8-5486030fd9cc,69e89f53-de6c-8325-aff8-5486030fd9cc,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-22 10:14:10,,,2026-06-21 23:00:47,,Life-OS (Notion),chatgpt_69e89f53-de6c-8325-aff8-5486030fd9cc,,,,,,False
171,,6a0f9c33-d75c-8329-9a9c-80c694843484,6a0f9c33-d75c-8329-9a9c-80c694843484,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-22 00:01:55,,,2026-06-22 00:16:55,,LightWay - Y-Publishing,chatgpt_6a0f9c33-d75c-8329-9a9c-80c694843484,,,,,,False
172,,69547aa6-2870-8331-951a-4653f33634be,69547aa6-2870-8331-951a-4653f33634be,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-12-31 01:21:43,,,2026-06-21 23:18:00,,Mindmap of Planetary Challenges,chatgpt_69547aa6-2870-8331-951a-4653f33634be,,,,,,False
173,,69704a37-bcc4-8329-9172-a65c20759263,69704a37-bcc4-8329-9172-a65c20759263,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-01-21 03:38:35,,,2026-06-21 23:15:38,,Mémoire Y-OS,chatgpt_69704a37-bcc4-8329-9172-a65c20759263,,,,,,False
174,,6a2e8ecc-53ec-8325-9f56-48c38af33349,6a2e8ecc-53ec-8325-9f56-48c38af33349,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-14 11:23:18,,,2026-06-22 00:08:37,,Méta-modèle holistique de transformation,chatgpt_6a2e8ecc-53ec-8325-9f56-48c38af33349,,,,,,False
175,,6a293a9b-f270-832a-984d-8573ed171a23,6a293a9b-f270-832a-984d-8573ed171a23,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-10 10:21:39,,,2026-06-21 21:51:52,,NEW MEM MGMT,chatgpt_6a293a9b-f270-832a-984d-8573ed171a23,,,,,,False
176,,697d2ff6-98e4-8325-a153-3c7c4993c495,697d2ff6-98e4-8325-a153-3c7c4993c495,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-01-30 22:26:03,,,2026-06-22 00:45:01,,Organisation et écriture Ludivine,chatgpt_697d2ff6-98e4-8325-a153-3c7c4993c495,,,,,,False
177,,0d0874dd-7844-8322-8c2d-bac86fe021e3,0d0874dd-7844-8322-8c2d-bac86fe021e3,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-10-06 02:34:01,,,2026-06-22 00:05:15,,Philosophical views on existence,chatgpt_0d0874dd-7844-8322-8c2d-bac86fe021e3,,,,,,False
178,,6a109ada-696c-838d-a300-c6aafb76a1ef,6a109ada-696c-838d-a300-c6aafb76a1ef,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-22 18:06:52,,,2026-06-21 22:53:45,,PI-OS & Polymarket,chatgpt_6a109ada-696c-838d-a300-c6aafb76a1ef,,,,,,False
179,,69b5f88f-eaec-8328-9aad-39619fd85599,69b5f88f-eaec-8328-9aad-39619fd85599,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-03-15 00:09:46,,,2026-06-21 23:04:09,,Piliers Transformation Nouvelle Économie,chatgpt_69b5f88f-eaec-8328-9aad-39619fd85599,,,,,,False
180,,69fe53dd-656c-8397-bd87-d88c765cb5ca,69fe53dd-656c-8397-bd87-d88c765cb5ca,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-08 21:22:11,,,2026-06-21 22:57:56,,Projets spirituels et transformation,chatgpt_69fe53dd-656c-8397-bd87-d88c765cb5ca,,,,,,False
181,,6a12372d-1408-8326-8ddb-ac2ca852ac3f,6a12372d-1408-8326-8ddb-ac2ca852ac3f,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-23 23:24:57,,,2026-06-21 22:50:44,,Recall in Y-OS Architecture,chatgpt_6a12372d-1408-8326-8ddb-ac2ca852ac3f,,,,,,False
182,,69cb183a-29e4-8329-8633-e2073d79bf8c,69cb183a-29e4-8329-8633-e2073d79bf8c,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-03-31 00:42:20,,,2026-06-21 23:47:25,,SENSE = Y-OS perceptual substrate ,chatgpt_69cb183a-29e4-8329-8633-e2073d79bf8c,,,,,,False
183,,69e88760-0680-8330-a3c5-eec0ed074a9f,69e88760-0680-8330-a3c5-eec0ed074a9f,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-22 08:32:09,,,2026-06-21 23:02:13,,Synthèse cognitive globale,chatgpt_69e88760-0680-8330-a3c5-eec0ed074a9f,,,,,,False
184,,6a089b43-a088-8325-960b-a06e1f990794,6a089b43-a088-8325-960b-a06e1f990794,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-16 16:30:05,,,2026-06-21 22:55:11,,Visual Reality Studio,chatgpt_6a089b43-a088-8325-960b-a06e1f990794,,,,,,False
185,,69ecdfc4-5f28-8332-80e8-b3c6b6cf5062,69ecdfc4-5f28-8332-80e8-b3c6b6cf5062,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-25 15:39:50,,,2026-06-22 00:19:27,,ViVi & yOS Memory,chatgpt_69ecdfc4-5f28-8332-80e8-b3c6b6cf5062,,,,,,False
186,,69c3f284-0d38-8330-a835-27ce24e9fb5e,69c3f284-0d38-8330-a835-27ce24e9fb5e,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-03-25 14:34:47,,,2026-06-21 22:20:55,,Y world & tabs,chatgpt_69c3f284-0d38-8330-a835-27ce24e9fb5e,,,,,,False
187,,6a383484-6d3c-8327-b832-0d0e402ad9fb,6a383484-6d3c-8327-b832-0d0e402ad9fb,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-21 18:59:20,,,2026-06-22 00:10:09,,Y World Ecosystem Inventory,chatgpt_6a383484-6d3c-8327-b832-0d0e402ad9fb,,,,,,False
188,,8a7d8c91-d8f4-8332-9b3e-2f1973479ed8,8a7d8c91-d8f4-8332-9b3e-2f1973479ed8,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-10-15 12:10:40,,,2026-06-22 00:02:59,,Y-Langage protocole communication,chatgpt_8a7d8c91-d8f4-8332-9b3e-2f1973479ed8,,,,,,False
189,,69f90446-d3d4-8329-9ecb-87b4a2a07dc9,69f90446-d3d4-8329-9ecb-87b4a2a07dc9,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-04 20:41:29,,,2026-06-21 22:59:02,,yOS Team of Agents,chatgpt_69f90446-d3d4-8329-9ecb-87b4a2a07dc9,,,,,,False
190,,6a38005c-05f0-832e-b3cd-42ca6a373c2f,6a38005c-05f0-832e-b3cd-42ca6a373c2f,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-21 15:16:50,,,2026-06-21 21:49:45,,YOUniverse Memory Protocol,chatgpt_6a38005c-05f0-832e-b3cd-42ca6a373c2f,,,,,,False
191,,69d6a79f-4174-8333-bfc2-18f6db2bc9a2,69d6a79f-4174-8333-bfc2-18f6db2bc9a2,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-08 19:08:39,,,2026-04-09 14:41:49,,AI Apps on Apple Watch,chatgpt_69d6a79f-4174-8333-bfc2-18f6db2bc9a2,,,,,,False
192,,6a0cc12e-6638-832b-bd98-b729e4ec4697,6a0cc12e-6638-832b-bd98-b729e4ec4697,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-19 20:00:13,,,2026-05-19 20:36:00,,AI context import summary,chatgpt_6a0cc12e-6638-832b-bd98-b729e4ec4697,,,,,,False
193,,69fcfca3-333c-832d-8e6a-9452fdce871a,69fcfca3-333c-832d-8e6a-9452fdce871a,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-07 20:57:24,,,2026-05-07 22:28:27,,AI photo apps Mac,chatgpt_69fcfca3-333c-832d-8e6a-9452fdce871a,,,,,,False
194,,6a0f3bb0-7ac4-8332-8e8e-b329401d3dbb,6a0f3bb0-7ac4-8332-8e8e-b329401d3dbb,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-21 17:07:00,,,2026-05-21 17:07:20,,ANNX Studio Method Guide,chatgpt_6a0f3bb0-7ac4-8332-8e8e-b329401d3dbb,,,,,,False
195,,6a11c3d5-7294-832e-9c49-ced9cf505981,6a11c3d5-7294-832e-9c49-ced9cf505981,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-23 15:12:34,,,2026-05-23 15:12:45,,Architecture comportementale environnementale,chatgpt_6a11c3d5-7294-832e-9c49-ced9cf505981,,,,,,False
196,,6a2d595a-4c88-8388-8e1d-e3cbde7f3252,6a2d595a-4c88-8388-8e1d-e3cbde7f3252,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-13 13:21:46,,,2026-06-15 20:27:56,,BOOK Sassi,chatgpt_6a2d595a-4c88-8388-8e1d-e3cbde7f3252,,,,,,False
197,,6a0f3f97-fa54-8329-9a20-4dd075c86579,6a0f3f97-fa54-8329-9a20-4dd075c86579,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-21 17:23:37,,,2026-05-21 17:23:57,,Best method ANNX Studio,chatgpt_6a0f3f97-fa54-8329-9a20-4dd075c86579,,,,,,False
198,,68f6b3f2-3dfc-8333-a4e7-77b99e71c40c,68f6b3f2-3dfc-8333-a4e7-77b99e71c40c,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-10-20 22:13:11,,,2026-05-04 08:03:56,,Business Strategy,chatgpt_68f6b3f2-3dfc-8333-a4e7-77b99e71c40c,,,,,,False
199,,6a0da497-c658-832d-83ca-3a26d151350a,6a0da497-c658-832d-83ca-3a26d151350a,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-20 12:10:58,,,2026-05-21 08:03:36,,CCC - Raindrop vers yOS Integration,chatgpt_6a0da497-c658-832d-83ca-3a26d151350a,,,,,,False
200,,69f51619-3fb0-8326-83e6-6bbc38cac46c,69f51619-3fb0-8326-83e6-6bbc38cac46c,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-01 21:08:04,,,2026-05-01 21:17:56,,Check-in quotidien Temu iOS,chatgpt_69f51619-3fb0-8326-83e6-6bbc38cac46c,,,,,,False
201,,69efe130-e990-832e-b704-bf208895f5e0,69efe130-e990-832e-b704-bf208895f5e0,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-27 22:20:54,,,2026-04-27 22:20:56,,City 3.0 concept,chatgpt_69efe130-e990-832e-b704-bf208895f5e0,,,,,,False
202,,69f2b7f3-568c-832f-804b-06ff26b8e0e7,69f2b7f3-568c-832f-804b-06ff26b8e0e7,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-30 02:01:44,,,2026-04-30 02:17:53,,Clavier spécifique iOS,chatgpt_69f2b7f3-568c-832f-804b-06ff26b8e0e7,,,,,,False
203,,69bc5182-e58c-8333-90d8-885cb2217665,69bc5182-e58c-8333-90d8-885cb2217665,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-03-19 19:42:30,,,2026-03-19 21:54:57,,Conférence TED ou TEDx,chatgpt_69bc5182-e58c-8333-90d8-885cb2217665,,,,,,False
204,,6a25b2a3-033c-832a-ae14-8e6814adc68e,6a25b2a3-033c-832a-ae14-8e6814adc68e,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-07 18:07:16,,,2026-06-07 19:00:36,,Drone Splat Pipeline,chatgpt_6a25b2a3-033c-832a-ae14-8e6814adc68e,,,,,,False
205,,6a14dd78-5488-8331-8f48-ea32f5e52089,6a14dd78-5488-8331-8f48-ea32f5e52089,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-25 23:38:50,,,2026-05-26 00:06:43,,Economiser tokens sur Manus,chatgpt_6a14dd78-5488-8331-8f48-ea32f5e52089,,,,,,False
206,,68fca7c4-ce24-8331-9e12-3039475f3fc6,68fca7c4-ce24-8331-9e12-3039475f3fc6,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-10-25 10:34:51,,,2026-04-27 22:22:53,,Exporter FocusBoard JSON,chatgpt_68fca7c4-ce24-8331-9e12-3039475f3fc6,,,,,,False
207,,69d16647-6630-8332-8edd-9d2d713e207f,69d16647-6630-8332-8edd-9d2d713e207f,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-04 19:28:46,,,2026-04-04 19:29:13,,Future News Conversion Help,chatgpt_69d16647-6630-8332-8edd-9d2d713e207f,,,,,,False
208,,69c8140a-2810-8332-81ae-9925a5734e81,69c8140a-2810-8332-81ae-9925a5734e81,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-03-28 17:47:06,,,2026-03-28 18:12:45,,Gratitude and well-being,chatgpt_69c8140a-2810-8332-81ae-9925a5734e81,,,,,,False
209,,69c47a0a-8af4-8326-b621-6fcc817d9223,69c47a0a-8af4-8326-b621-6fcc817d9223,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-03-26 00:13:00,,,2026-03-26 09:24:29,,Honcho Memory & yOS archi,chatgpt_69c47a0a-8af4-8326-b621-6fcc817d9223,,,,,,False
210,,6a132f2a-55b8-832a-8d3b-01e79a67d820,6a132f2a-55b8-832a-8d3b-01e79a67d820,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-24 17:02:42,,,2026-05-24 17:22:29,,Investissement en private equity,chatgpt_6a132f2a-55b8-832a-8d3b-01e79a67d820,,,,,,False
211,,69585600-7494-8332-afa8-eb50d30b1986,69585600-7494-8332-afa8-eb50d30b1986,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-01-02 23:35:09,,,2026-05-04 20:45:47,,LLM monitoring,chatgpt_69585600-7494-8332-afa8-eb50d30b1986,,,,,,False
212,,69ce189c-d1f0-832d-97e2-c145d813b0c1,69ce189c-d1f0-832d-97e2-c145d813b0c1,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-02 07:20:15,,,2026-04-02 07:32:06,,Langage visuel pour patients,chatgpt_69ce189c-d1f0-832d-97e2-c145d813b0c1,,,,,,False
213,,698bf3ed-7318-8325-b4e3-337093a0fb7e,698bf3ed-7318-8325-b4e3-337093a0fb7e,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-02-11 03:14:58,,,2026-04-27 22:28:56,,Ludi-AI - Communauté,chatgpt_698bf3ed-7318-8325-b4e3-337093a0fb7e,,,,,,False
214,,698bf827-5560-832f-b3b4-e9d2df03e39d,698bf827-5560-832f-b3b4-e9d2df03e39d,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-02-11 03:33:06,,,2026-04-27 22:29:04,,Ludi-AI Sagesse Enfant,chatgpt_698bf827-5560-832f-b3b4-e9d2df03e39d,,,,,,False
215,,69c7c3e0-70a8-8326-ae0c-91cc85ada9f0,69c7c3e0-70a8-8326-ae0c-91cc85ada9f0,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-03-28 12:07:17,,,2026-03-28 18:09:20,,MLO,chatgpt_69c7c3e0-70a8-8326-ae0c-91cc85ada9f0,,,,,,False
216,,69e0a68d-0d78-8396-98ed-dbf28d7621a0,69e0a68d-0d78-8396-98ed-dbf28d7621a0,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-16 09:06:38,,,2026-04-27 22:16:09,,Manifesto EIA Scuderi,chatgpt_69e0a68d-0d78-8396-98ed-dbf28d7621a0,,,,,,False
217,,6a0c707b-43bc-8327-96c2-e9466a7ca7fb,6a0c707b-43bc-8327-96c2-e9466a7ca7fb,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-19 14:15:52,,,2026-05-19 15:52:21,,Manus Task Recovery,chatgpt_6a0c707b-43bc-8327-96c2-e9466a7ca7fb,,,,,,False
218,,69c55876-9430-832f-9c26-2827f46d77f2,69c55876-9430-832f-9c26-2827f46d77f2,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-03-26 16:02:12,,,2026-03-26 16:50:52,,Manus.im Integration with OpenWebUI,chatgpt_69c55876-9430-832f-9c26-2827f46d77f2,,,,,,False
219,,69c3bf2d-b118-8397-80c8-a07236a98e65,69c3bf2d-b118-8397-80c8-a07236a98e65,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-03-25 10:55:44,,,2026-03-25 10:57:24,,Mémoire utilisateur exportée,chatgpt_69c3bf2d-b118-8397-80c8-a07236a98e65,,,,,,False
220,,6a271dbe-b634-8331-bb90-a997929cc889,6a271dbe-b634-8331-bb90-a997929cc889,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-08 19:53:36,,,2026-06-08 22:09:42,,N100 Setup and Control,chatgpt_6a271dbe-b634-8331-bb90-a997929cc889,,,,,,False
221,,698bf8c4-6b48-832c-837c-6a18f889e1c3,698bf8c4-6b48-832c-837c-6a18f889e1c3,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-02-11 03:35:13,,,2026-04-19 15:57:41,,ONE architecture intégrale de transformation humaine et civilisationnelle,chatgpt_698bf8c4-6b48-832c-837c-6a18f889e1c3,,,,,,False
222,,6a1f6384-f84c-8332-a787-de2bf61ac2d2,6a1f6384-f84c-8332-a787-de2bf61ac2d2,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-02 23:13:15,,,2026-06-03 16:47:27,,Obsidian Mastery,chatgpt_6a1f6384-f84c-8332-a787-de2bf61ac2d2,,,,,,False
223,,69e7da4a-94cc-8327-90f1-054b4b8601fc,69e7da4a-94cc-8327-90f1-054b4b8601fc,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-21 20:13:13,,,2026-04-21 20:14:03,,Outils mémoire poste de travail,chatgpt_69e7da4a-94cc-8327-90f1-054b4b8601fc,,,,,,False
224,,69d392fb-f060-8330-b4cb-121c3909cbd0,69d392fb-f060-8330-b4cb-121c3909cbd0,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-06 11:04:15,,,2026-04-06 11:04:21,,Outils pour organiser voyages,chatgpt_69d392fb-f060-8330-b4cb-121c3909cbd0,,,,,,False
225,,6a21a446-161c-8331-970c-ce20e7bbb453,6a21a446-161c-8331-970c-ce20e7bbb453,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-04 16:14:40,,,2026-06-04 17:27:44,,Polymarket & NEXT CIV,chatgpt_6a21a446-161c-8331-970c-ce20e7bbb453,,,,,,False
226,,6a176636-ea08-8333-b0ff-7b4a1eacc349,6a176636-ea08-8333-b0ff-7b4a1eacc349,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-27 21:47:12,,,2026-05-28 22:01:43,,Private Equity Investment,chatgpt_6a176636-ea08-8333-b0ff-7b4a1eacc349,,,,,,False
227,,69cc605c-f920-832e-be55-d79ca6e51f08,69cc605c-f920-832e-be55-d79ca6e51f08,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-01 00:01:37,,,2026-04-01 01:12:43,,Projection interactive MediaPipe,chatgpt_69cc605c-f920-832e-be55-d79ca6e51f08,,,,,,False
228,,69875158-8d3c-8395-9fc1-e5b4e0c61b46,69875158-8d3c-8395-9fc1-e5b4e0c61b46,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-02-07 14:51:29,,,2026-03-30 14:34:40,,Projet Ludivine,chatgpt_69875158-8d3c-8395-9fc1-e5b4e0c61b46,,,,,,False
229,,69c7c365-9924-832a-9542-ef2f8641f4e4,69c7c365-9924-832a-9542-ef2f8641f4e4,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-03-28 12:03:43,,,2026-03-28 12:03:44,,Psy virtuel et guidance,chatgpt_69c7c365-9924-832a-9542-ef2f8641f4e4,,,,,,False
230,,69e389b1-c0e4-832c-b1ed-8324755269c0,69e389b1-c0e4-832c-b1ed-8324755269c0,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-18 13:40:06,,,2026-04-18 16:26:24,,Réflexion spirituelle et diffusion,chatgpt_69e389b1-c0e4-832c-b1ed-8324755269c0,,,,,,False
231,,69c503e0-0d54-832f-8bb9-14fce5494247,69c503e0-0d54-832f-8bb9-14fce5494247,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-03-26 10:01:15,,,2026-03-26 11:40:53,,Soi et perception du réel,chatgpt_69c503e0-0d54-832f-8bb9-14fce5494247,,,,,,False
232,,68f64c93-df98-8333-982e-0b2b23f099e4,68f64c93-df98-8333-982e-0b2b23f099e4,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-10-20 14:52:11,,,2026-04-27 22:24:52,,Sort and organize photos,chatgpt_68f64c93-df98-8333-982e-0b2b23f099e4,,,,,,False
233,,69f74833-6a10-8333-9d7a-d9cdf246fd5a,69f74833-6a10-8333-9d7a-d9cdf246fd5a,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-03 13:06:58,,,2026-05-05 00:49:55,,Stack MacOS,chatgpt_69f74833-6a10-8333-9d7a-d9cdf246fd5a,,,,,,False
234,,6a241595-b79c-8327-a326-6f3c134036da,6a241595-b79c-8327-a326-6f3c134036da,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-06 12:43:19,,,2026-06-06 12:46:03,,Substack Strategy for Awakening,chatgpt_6a241595-b79c-8327-a326-6f3c134036da,,,,,,False
235,,6a03a60d-1efc-8327-bc20-568886f2f19e,6a03a60d-1efc-8327-bc20-568886f2f19e,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-12 22:13:35,,,2026-05-12 22:13:57,,The World's Most Important Machine,chatgpt_6a03a60d-1efc-8327-bc20-568886f2f19e,,,,,,False
236,,6a35a883-3194-8330-ba22-7e1ff91dc606,6a35a883-3194-8330-ba22-7e1ff91dc606,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-19 20:37:41,,,2026-06-19 20:49:00,,Using Formas for 3D,chatgpt_6a35a883-3194-8330-ba22-7e1ff91dc606,,,,,,False
237,,6a21ecd7-0590-8331-bf47-71d61216dbf0,6a21ecd7-0590-8331-bf47-71d61216dbf0,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-04 21:25:38,,,2026-06-04 22:32:30,,YOS Platform Decision,chatgpt_6a21ecd7-0590-8331-bf47-71d61216dbf0,,,,,,False
238,,6a12a1fc-8028-838d-a22c-59114f11b83f,6a12a1fc-8028-838d-a22c-59114f11b83f,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-24 07:00:13,,,2026-06-14 07:00:38,,Your guide to Valais this week,chatgpt_6a12a1fc-8028-838d-a22c-59114f11b83f,,,,,,False
239,,69bc9645-b7c0-832c-b5da-ecab39818306,69bc9645-b7c0-832c-b5da-ecab39818306,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-03-20 00:36:32,,,2026-03-20 09:56:13,,n8n & new mem recall,chatgpt_69bc9645-b7c0-832c-b5da-ecab39818306,,,,,,False
